Rock_number,EC_rock,Ph_rock,Corg_rock (%),Ca_rock,K_rock,Mg_rock,Na_rock,SAR_rock,SiO2_rock,Al2O3_rock,Fe2O3_rock,TiO2_rock,MnO_rock,CaO_rock,MgO_rock,Na2O_rock,K2O_rock,SO3_rock,P2O5_rock,Event_quantity,Acid,Temp,Timestep,Volume_leachate,EC_leachate,Ph_leachate,Chloride_leachate,Carbonate_leachate,Sulfate_leachate,Nitrate_leachate,Phosphate_leachate,Ca_leachate,Fe_leachate,K_leachate,Mg_leachate,Mn_leachate,Na_leachate,Type_event_encoded,is_rain,is_snow,is_acid,acid_rain,acid_snow,event_quantity,temperature,event_intensity,snow_melt_potential,acid_intensity
1,2.37589853608994,-1.986531822376485,-1.2041066568851404,2.3768797791051233,-1.0535693684128966,2.3707530836289776,1.2932700712707441,-1.418848014495443,-1.468698043512203,-1.489027679375902,-1.2495066933197512,-0.21670379782436208,-1.3730160373245186,0.3977928734526727,-1.3865012899388935,-0.9156460312417312,-1.6549104054680868,2.3770782753242847,-1.28937085815382,-0.19489252813179578,-0.5698028822981897,-0.7544738360147218,1,120.0,0.778652106681476,-2.434066181190048,-0.29220233245055766,-0.6810932485526929,0.6718531335084363,-0.18382555568781148,-0.26126854105332525,0.8297181574807329,-0.40860624619778946,-0.5363753551262818,0.40314771192056265,-0.36641316289075193,-0.7020143336784874,-0.6915640748081247,0.6915640748081245,-0.6915640748081247,-0.5698028822981897,-0.49386479832479474,-0.2270383045932499,-0.19489252813179578,-0.7544738360147218,-0.7371934252667562,-0.1931013609305236,-0.5639959674432492
1,2.37589853608994,-1.986531822376485,-1.2041066568851404,2.3768797791051233,-1.0535693684128966,2.3707530836289776,1.2932700712707441,-1.418848014495443,-1.468698043512203,-1.489027679375902,-1.2495066933197512,-0.21670379782436208,-1.3730160373245186,0.3977928734526727,-1.3865012899388935,-0.9156460312417312,-1.6549104054680868,2.3770782753242847,-1.28937085815382,0.7990593653403638,-0.5698028822981897,-0.7544738360147218,1,164.0,3.1596591423194527,-0.8142652528300005,-0.08420225509757723,-0.5483215753261752,3.29190418234478,-0.1809422401985086,-0.06709624054232563,2.5124657559944312,-0.4934318019690197,0.6580970075897115,4.143203591623264,-0.1216294455925052,0.6302192472536585,1.4459976109624424,-1.4459976109624424,1.4459976109624424,-0.5698028822981897,-0.49386479832479474,-0.2270383045932499,0.7990593653403638,-0.7544738360147218,-0.7764010707228487,-0.5512166121107673,-0.5639959674432492
1,2.37589853608994,-1.986531822376485,-1.2041066568851404,2.3768797791051233,-1.0535693684128966,2.3707530836289776,1.2932700712707441,-1.418848014495443,-1.468698043512203,-1.489027679375902,-1.2495066933197512,-0.21670379782436208,-1.3730160373245186,0.3977928734526727,-1.3865012899388935,-0.9156460312417312,-1.6549104054680868,2.3770782753242847,-1.28937085815382,-0.19489252813179578,-0.5698028822981897,-0.7544738360147218,2,130.0,1.401829256749687,-1.766253517743362,-0.14870818774201797,-0.8483149644499659,1.3179943227853335,-0.1834892793843379,-0.1872092341276555,0.8758388825770362,-0.4934318019690197,-0.3312639393063637,0.9720185361622348,-0.25455681400914854,-0.7020143336784874,-0.6915640748081247,0.6915640748081245,-0.6915640748081247,-0.5698028822981897,-0.49386479832479474,-0.2270383045932499,-0.19489252813179578,-0.7544738360147218,-0.7371934252667562,-0.1931013609305236,-0.5639959674432492
1,2.37589853608994,-1.986531822376485,-1.2041066568851404,2.3768797791051233,-1.0535693684128966,2.3707530836289776,1.2932700712707441,-1.418848014495443,-1.468698043512203,-1.489027679375902,-1.2495066933197512,-0.21670379782436208,-1.3730160373245186,0.3977928734526727,-1.3865012899388935,-0.9156460312417312,-1.6549104054680868,2.3770782753242847,-1.28937085815382,0.13642476969225742,-0.5698028822981897,-0.7544738360147218,2,131.0,3.279199413244487,-1.3968252358366846,-0.49937864712095204,-0.6844570923182384,3.6154340469181943,-0.1844825687243579,0.030301083271685385,2.7153969464181658,-0.37394411433197133,0.5857047431826815,3.9597466049437005,0.5790545125547882,-0.7020143336784874,1.4459976109624424,-1.4459976109624424,1.4459976109624424,-0.5698028822981897,-0.49386479832479474,-0.2270383045932499,0.13642476969225742,-0.7544738360147218,-0.7502626404187871,-0.5512166121107673,-0.5639959674432492
1,2.37589853608994,-1.986531822376485,-1.2041066568851404,2.3768797791051233,-1.0535693684128966,2.3707530836289776,1.2932700712707441,-1.418848014495443,-1.468698043512203,-1.489027679375902,-1.2495066933197512,-0.21670379782436208,-1.3730160373245186,0.3977928734526727,-1.3865012899388935,-0.9156460312417312,-1.6549104054680868,2.3770782753242847,-1.28937085815382,-0.19489252813179578,-0.5698028822981897,-0.7544738360147218,3,134.0,1.311684134412776,-2.121473019576706,-0.23306414373780673,-0.8107670081676149,1.3221431307052314,-0.18514911269741677,-0.16791647349996003,0.751971792318393,-0.4757554956788814,-0.3674600715098787,1.1277257265373268,-0.1260990557969076,-0.7020143336784874,-0.6915640748081247,0.6915640748081245,-0.6915640748081247,-0.5698028822981897,-0.49386479832479474,-0.2270383045932499,-0.19489252813179578,-0.7544738360147218,-0.7371934252667562,-0.1931013609305236,-0.5639959674432492
1,2.37589853608994,-1.986531822376485,-1.2041066568851404,2.3768797791051233,-1.0535693684128966,2.3707530836289776,1.2932700712707441,-1.418848014495443,-1.468698043512203,-1.489027679375902,-1.2495066933197512,-0.21670379782436208,-1.3730160373245186,0.3977928734526727,-1.3865012899388935,-0.9156460312417312,-1.6549104054680868,2.3770782753242847,-1.28937085815382,0.13642476969225742,-0.5698028822981897,-0.7544738360147218,3,133.0,3.1087075514333726,-1.3399901155433496,-0.3534265008595346,-0.59664142966267,3.1900049036241023,-0.18462988385175758,-0.368312245181184,2.8036851916025176,-0.32968430053517966,0.7666854042002563,3.2475018331289234,0.7767041586066095,-0.7020143336784874,1.4459976109624424,-1.4459976109624424,1.4459976109624424,-0.5698028822981897,-0.49386479832479474,-0.2270383045932499,0.13642476969225742,-0.7544738360147218,-0.7502626404187871,-0.5512166121107673,-0.5639959674432492
1,2.37589853608994,-1.986531822376485,-1.2041066568851404,2.3768797791051233,-1.0535693684128966,2.3707530836289776,1.2932700712707441,-1.418848014495443,-1.468698043512203,-1.489027679375902,-1.2495066933197512,-0.21670379782436208,-1.3730160373245186,0.3977928734526727,-1.3865012899388935,-0.9156460312417312,-1.6549104054680868,2.3770782753242847,-1.28937085815382,-0.19489252813179578,-0.5698028822981897,-0.7544738360147218,4,132.0,1.192143863487742,-2.3346047206767127,-0.17282317594998087,-0.8555641513738672,0.9052073533764516,-0.1816684561219066,-0.12901977868605788,1.5004452738812593,-0.3736679220461879,-0.3996344112463364,0.7284369908229822,0.02586769115277463,-0.7020143336784874,-0.6915640748081247,0.6915640748081245,-0.6915640748081247,-0.5698028822981897,-0.49386479832479474,-0.2270383045932499,-0.19489252813179578,-0.7544738360147218,-0.7371934252667562,-0.1931013609305236,-0.5639959674432492
1,2.37589853608994,-1.986531822376485,-1.2041066568851404,2.3768797791051233,-1.0535693684128966,2.3707530836289776,1.2932700712707441,-1.418848014495443,-1.468698043512203,-1.489027679375902,-1.2495066933197512,-0.21670379782436208,-1.3730160373245186,0.3977928734526727,-1.3865012899388935,-0.9156460312417312,-1.6549104054680868,2.3770782753242847,-1.28937085815382,0.13642476969225742,-0.5698028822981897,-0.7544738360147218,4,126.0,3.1596591423194527,-1.2547374351033462,-0.4577387721657146,-0.7841429100273791,2.9727418132482644,-0.1846149658641728,0.11151738204311315,2.7878723715694997,-0.4934318019690197,0.41678945956627844,2.832796543912095,1.0913182794879226,-0.7020143336784874,1.4459976109624424,-1.4459976109624424,1.4459976109624424,-0.5698028822981897,-0.49386479832479474,-0.2270383045932499,0.13642476969225742,-0.7544738360147218,-0.7502626404187871,-0.5512166121107673,-0.5639959674432492
1,2.37589853608994,-1.986531822376485,-1.2041066568851404,2.3768797791051233,-1.0535693684128966,2.3707530836289776,1.2932700712707441,-1.418848014495443,-1.468698043512203,-1.489027679375902,-1.2495066933197512,-0.21670379782436208,-1.3730160373245186,0.3977928734526727,-1.3865012899388935,-0.9156460312417312,-1.6549104054680868,2.3770782753242847,-1.28937085815382,-0.19489252813179578,-0.5698028822981897,-0.7544738360147218,5,122.0,1.2195793355033235,-2.377231060896713,-0.46634842084822703,-0.8346558247243683,1.2459754796689377,-0.1851843357236586,0.06982012520261004,0.9245950776788429,0.24935282660974248,-0.37952544891105033,1.032143094821924,1.4210245906698153,-0.7020143336784874,-0.6915640748081247,0.6915640748081245,-0.6915640748081247,-0.5698028822981897,-0.49386479832479474,-0.2270383045932499,-0.19489252813179578,-0.7544738360147218,-0.7371934252667562,-0.1931013609305236,-0.5639959674432492
1,2.37589853608994,-1.986531822376485,-1.2041066568851404,2.3768797791051233,-1.0535693684128966,2.3707530836289776,1.2932700712707441,-1.418848014495443,-1.468698043512203,-1.489027679375902,-1.2495066933197512,-0.21670379782436208,-1.3730160373245186,0.3977928734526727,-1.3865012899388935,-0.9156460312417312,-1.6549104054680868,2.3770782753242847,-1.28937085815382,0.13642476969225742,-0.5698028822981897,-0.7544738360147218,5,132.0,3.218449439495699,-0.6863862321699968,0.25682220899817165,-0.2369967987334373,3.1217167816082596,-0.18344224628459144,-0.2696702271331281,3.7195110185148277,-0.3879608728354795,1.337779934522381,4.312785680150592,7.752198421762955,-0.5226370388970367,1.4459976109624424,-1.4459976109624424,1.4459976109624424,-0.5698028822981897,-0.49386479832479474,-0.2270383045932499,0.13642476969225742,-0.7544738360147218,-0.7502626404187871,-0.5512166121107673,-0.5639959674432492
